57,8,INVASION OF PRIVACY,WIRETAP - FAILURE TO REPORT,0
57,99,INVASION OF PRIVACY,INVADE PRIVACY - (FREE TEXT),0
58,1,SMUGGLING,SMUGGLE CONTRABAND,0
58,2,SMUGGLING,SMUGGLE CONTRABAND INTO PRISON,0
58,3,SMUGGLING,SMUGGLE TO AVOID PAYING DUTY,0
58,99,SMUGGLING,SMUGGLING (FREE TEXT),0
59,99,ELECTION LAWS,ELECTION LAWS (FREE TEXT),0
60,99,ANTITRUST,ANTITRUST (FREE TEXT),0
61,1,TAX REVENUE,INCOME TAX,0
61,2,TAX REVENUE,SALES TAX,0
61,3,TAX REVENUE,LIQUOR TAX,0
61,99,TAX REVENUE,TAX REVENUE - (FREE TEXT),0
62,1,CONSERVATION,CONSERVATION - ANIMALS,0
62,2,CONSERVATION,CONSERVATION - FISH,0
62,3,CONSERVATION,CONSERVATION - BIRDS,0
62,4,CONSERVATION,CONSERVATION - LICENSE-STAMP,0
62,5,CONSERVATION,CONSERVATION - ENVIRONMENT,0
62,99,CONSERVATION,CONSERVATION (FREE TEXT),0
64,1,EXPLOITATION / ENTICEMENT,SEXUAL EXPLOITATION OF MINOR - MATERIAL - TRANSPORT,0
64,2,EXPLOITATION / ENTICEMENT,SEXUAL EXPLOITATION OF MINOR - MATERIAL - PHOTOGRAPH,0
64,3,EXPLOITATION / ENTICEMENT,SEXUAL EXPLOITATION OF MINOR - MATERIAL - FILM,0
64,4,EXPLOITATION / ENTICEMENT,SEXUAL EXPLOITATION OF MINOR - EXHIBITION OF MINOR,0
64,5,EXPLOITATION / ENTICEMENT,SEXUAL EXPLOITATION OF MINOR - SEX PERFORMANCE,0
64,6,EXPLOITATION / ENTICEMENT,SEXUAL EXPLOITATION OF MINOR - VIA TELECOMMUNICATIONS,0
64,7,EXPLOITATION / ENTICEMENT,SEXUAL EXPLOITATION OF MINOR - PROSTITUTION,0
64,8,EXPLOITATION / ENTICEMENT,ENTICEMENT OF MINOR FOR INDECENT PURPOSES - VIA TELECOMMUNICATION,0
64,9,EXPLOITATION / ENTICEMENT,ENTICEMENT OF MINOR FOR PROSTITUTION,0
64,10,EXPLOITATION / ENTICEMENT,ENTICEMENT OF MINOR FOR INDECENT PURPOSES,0
64,99,EXPLOITATION / ENTICEMENT,EXPLOITATION/ENTICEMENT - (FREE TEXT),0
70,99,CRIMES AGAINST PERSON,CRIMES AGAINST PERSON (FREE TEXT),1
71,99,FOREIGN PROPERTY DESTRUCTION,PROPERTY CRIMES (FREE TEXT),0
72,99,MORALS - DECENCY CRIMES,MORALS - DECENCY CRIMES (FREE TEXT),0
73,99,PUBLIC ORDER CRIMES,PUBLIC ORDER CRIME (FREE TEXT),0
81,0,JUVENILE ESCAPE FROM CUSTODY,JUVENILE ESCAPE FROM CUSTODY,0
81,1,JUVENILE ABSCOND WHILE ON PAROLE,JUVENILE ABSCOND WHILE ON PAROLE,0
81,2,JUVENILE ABSCOND WHILE ON PROBATION,JUVENILE ABSCOND WHILE ON PROBATION,0
